transaction_id,product_id,customer_id,transaction_date,online_order,list_price,standard_cost
289,31,825,62,0,1163.89,589.27
290,30,624,205,1,1894.19,598.76
291,97,2302,72,0,1577.53,826.51
292,41,3380,206,0,1977.36,1759.85
293,37,314,146,0,227.88,136.73
294,15,1079,207,1,1555.58,818.01
295,76,1643,208,1,1274.93,764.96
296,39,1524,209,1,100.35,75.26
297,71,3205,92,1,575.27,431.45
298,55,2860,204,1,1024.66,614.8
299,31,772,210,0,1163.89,589.27
300,44,323,117,1,1129.13,677.48
301,5,2530,50,2,1765.3,709.48
302,67,2426,42,1,1810.0,1610.9
303,92,1883,211,0,1762.96,950.52
304,10,2745,212,0,1231.15,161.6
305,35,2819,213,0,1240.31,795.1
306,93,792,214,0,2005.66,1203.4
307,22,923,215,0,1403.5,954.82
308,78,3353,178,0,980.37,234.43
309,98,3394,51,0,1636.9,44.71
310,66,3213,65,0,1873.97,863.95
311,27,3260,216,0,1769.64,108.76
312,22,1015,104,0,1403.5,954.82
313,32,2266,190,0,1151.96,649.49
314,37,58,34,1,227.88,136.73
315,30,3118,57,1,1894.19,598.76
316,54,1414,217,0,478.16,298.72
317,38,2202,218,1,363.01,290.41
318,34,2144,87,1,642.7,211.37
319,74,1033,21,1,1807.45,778.69
320,50,2157,45,1,958.74,748.9
321,64,1097,219,0,945.04,507.58
322,10,2757,220,0,1231.15,161.6
323,24,87,147,1,544.05,376.84
324,98,2049,95,0,1636.9,44.71
325,54,952,55,1,478.16,298.72
326,30,1745,208,0,1894.19,598.76
327,22,40,68,1,1403.5,954.82
328,65,372,113,1,358.39,215.03
329,15,1627,221,1,1555.58,818.01
330,22,444,222,0,1403.5,954.82
331,91,217,80,0,586.45,521.94
332,26,1656,116,1,1842.92,1105.75
333,99,485,73,1,1280.28,829.51
334,90,2252,86,0,774.53,464.72
335,59,3103,223,0,569.56,528.43
336,30,506,224,1,1894.19,598.76
337,60,1615,225,2,1148.64,689.18
338,34,1881,226,1,642.7,211.37
339,74,2903,104,1,1807.45,778.69
340,58,1274,73,0,533.51,400.13
341,22,1443,129,0,1403.5,954.82
342,69,2091,209,0,1777.8,820.78
343,91,1478,173,2,586.45,521.94
344,16,1493,227,0,1311.44,1167.18
345,51,1614,101,0,792.9,594.68
346,92,476,79,0,1762.96,950.52
347,14,1777,160,1,1661.92,1479.11
348,40,940,221,0,1458.17,874.9
349,88,2930,228,1,1036.59,206.35
350,17,2354,94,1,499.53,388.72
351,100,1582,184,0,1061.56,733.58
352,90,416,218,0,774.53,464.72
353,60,1013,215,1,1148.64,689.18
354,28,533,55,0,2083.94,675.03
355,6,968,162,1,1538.99,829.65
356,4,727,227,1,1198.46,381.1
357,35,1160,141,0,1240.31,795.1
358,37,3425,37,1,227.88,136.73
359,56,1614,229,1,1945.43,333.18
360,35,2140,135,1,1240.31,795.1
361,8,2589,142,0,1292.84,13.44
362,78,2920,159,1,980.37,234.43
363,56,62,230,1,1945.43,333.18
364,34,1112,231,0,642.7,211.37
365,63,1995,232,1,1812.75,582.48
366,43,1965,125,0,1216.14,1082.36
367,101,1614,71,0,850.89,2.0
368,93,366,233,1,2005.66,1203.4
369,49,2682,155,0,1179.0,707.4
370,5,2993,234,1,1765.3,709.48
371,27,1887,235,0,1769.64,108.76
372,45,1692,128,1,183.86,137.9
373,22,1927,236,0,1403.5,954.82
374,50,2567,216,0,958.74,748.9
375,18,3276,145,1,1362.99,57.74
376,54,1808,53,0,478.16,298.72
377,78,2368,113,0,980.37,234.43
378,70,470,237,0,795.34,101.58
379,68,3270,238,0,1775.81,1580.47
380,2,1683,34,1,2091.47,388.92
381,26,880,54,1,1842.92,1105.75
382,28,309,239,1,2083.94,675.03
383,63,1698,39,1,1812.75,582.48
384,9,1434,235,0,1071.23,380.74
385,30,2712,41,0,1894.19,598.76
386,31,892,5,0,1163.89,589.27
387,88,832,240,1,1036.59,206.35
388,13,1033,232,1,1057.51,154.4
389,55,2834,56,1,1024.66,614.8
390,15,3015,213,0,1555.58,818.01
391,90,3484,241,0,774.53,464.72
392,81,2775,242,0,742.54,667.4
393,46,1208,10,1,912.52,141.4
394,99,2109,22,0,1280.28,829.51
395,32,3195,241,1,1151.96,649.49
396,4,3366,243,1,1198.46,381.1
397,8,2492,244,0,1292.84,13.44
398,37,389,245,1,227.88,136.73
399,28,1306,57,2,2083.94,675.03
400,1,552,148,1,71.49,53.62
401,6,3009,157,0,1538.99,829.65
402,4,2925,246,0,1198.46,381.1
403,80,140,247,0,1386.84,1234.29
404,24,209,248,1,544.05,376.84
405,21,225,218,0,642.31,513.85
406,65,1595,249,0,358.39,215.03
407,102,2559,246,1,710.59,2.0
408,71,769,131,0,575.27,431.45
409,83,1282,40,0,688.63,612.88
410,6,2377,216,0,1538.99,829.65
411,54,3355,182,0,478.16,298.72
412,68,2350,250,1,1775.81,1580.47
413,41,720,158,0,1977.36,1759.85
414,74,3249,136,1,1807.45,778.69
415,21,2939,5,1,642.31,513.85
416,55,1035,251,1,1024.66,614.8
417,56,492,252,0,1945.43,333.18
418,63,3100,253,1,1812.75,582.48
419,10,1586,220,0,1231.15,161.6
420,81,31,254,1,742.54,667.4
421,43,887,196,0,1216.14,1082.36
422,76,3356,255,0,1274.93,764.96
423,6,2498,126,1,1538.99,829.65
424,36,3415,238,1,1635.3,993.66
425,96,2828,256,0,1703.52,1516.13
426,63,3117,257,1,1812.75,582.48
427,61,2850,146,0,495.72,297.43
428,54,2779,167,1,478.16,298.72
429,52,683,258,0,290.62,215.14
430,9,2342,94,0,1071.23,380.74
431,78,3388,259,0,980.37,234.43
432,15,1968,218,1,1555.58,818.01
433,63,2923,59,1,1812.75,582.48
434,24,15,71,0,544.05,376.84
435,94,2659,260,1,1483.2,99.59
436,72,3417,261,1,1172.78,1043.77
437,97,1862,129,1,1577.53,826.51
438,21,1670,249,0,642.31,513.85
439,16,2126,262,1,1311.44,1167.18
440,8,2702,228,1,1292.84,13.44
441,73,125,1,1,1065.03,230.09
442,94,750,257,1,1483.2,99.59
443,99,359,190,0,1280.28,829.51
444,16,2820,14,0,1311.44,1167.18
445,74,850,180,1,1807.45,778.69
446,47,3072,80,0,175.89,131.92
447,1,820,88,0,71.49,53.62
448,44,919,111,1,1129.13,677.48
449,62,1250,263,0,1992.93,762.63
450,11,1655,99,0,574.64,459.71
451,103,1194,239,1,543.39,407.54
452,19,234,32,0,1469.44,596.55
453,81,724,264,0,742.54,667.4
454,81,1976,232,0,742.54,667.4
455,69,193,128,1,1777.8,820.78
456,51,1588,187,1,792.9,594.68
457,88,290,16,0,1036.59,206.35
458,16,167,117,0,1311.44,1167.18
459,93,2821,265,1,2005.66,1203.4
460,9,1201,202,0,1071.23,380.74
461,29,893,227,0,1289.85,74.51
462,54,2794,30,1,478.16,298.72
463,72,3166,266,1,1172.78,1043.77
464,91,1422,28,0,586.45,521.94
465,82,3476,249,0,230.91,173.18
466,97,505,236,1,1577.53,826.51
467,100,1132,240,0,1061.56,733.58
468,70,2363,77,1,795.34,101.58
469,10,1816,95,0,1231.15,161.6
470,71,73,192,0,575.27,431.45
471,71,647,70,1,575.27,431.45
472,95,1304,53,1,590.26,525.33
473,93,344,123,0,2005.66,1203.4
474,71,1001,74,1,575.27,431.45
475,14,2724,9,0,1661.92,1479.11
476,85,1787,124,1,1466.68,363.25
477,56,367,259,2,1945.43,333.18
478,65,524,110,1,358.39,215.03
479,51,479,267,1,792.9,594.68
480,99,1782,249,1,1280.28,829.51
481,14,361,29,1,1661.92,1479.11
482,55,1135,268,0,1024.66,614.8
483,100,1591,56,1,1061.56,733.58
484,2,941,199,1,2091.47,388.92
485,98,804,42,0,1636.9,44.71
486,6,2729,148,1,1538.99,829.65
487,17,223,56,1,499.53,388.72
488,85,1571,158,1,1466.68,363.25
489,60,2747,190,0,1148.64,689.18
490,76,506,160,1,1274.93,764.96
491,34,2676,253,1,642.7,211.37
492,38,547,269,1,363.01,290.41
493,27,2623,181,1,1769.64,108.76
494,77,1509,139,1,1890.39,260.14
495,9,479,270,1,1071.23,380.74
496,38,661,147,0,363.01,290.41
497,55,1854,182,1,1024.66,614.8
498,20,125,271,0,360.4,270.3
499,7,1037,79,0,60.34,45.26
500,15,1446,136,1,1555.58,818.01
501,43,2810,85,1,1216.14,1082.36
502,35,500,272,1,1240.31,795.1
503,98,2468,202,1,1636.9,44.71
504,11,1785,71,0,574.64,459.71
505,95,2560,227,0,590.26,525.33
506,95,1853,104,0,590.26,525.33
507,26,3468,112,1,1842.92,1105.75
508,39,3389,50,0,100.35,75.26
509,55,3015,273,0,1024.66,614.8
510,53,3073,274,1,752.64,205.36
511,69,683,275,1,1777.8,820.78
512,54,1020,252,1,478.16,298.72
513,58,1052,163,0,533.51,400.13
514,77,1679,226,1,1890.39,260.14
515,70,3330,211,0,795.34,101.58
516,32,1591,232,0,1151.96,649.49
517,27,311,118,1,1769.64,108.76
518,52,1996,180,0,290.62,215.14
519,35,997,276,1,1240.31,795.1
520,4,1276,277,0,1198.46,381.1
521,25,693,31,0,1415.01,1259.36
522,16,3013,120,0,1311.44,1167.18
523,52,2234,144,1,290.62,215.14
524,104,1171,179,1,1227.34,770.89
525,3,1849,75,0,1793.43,248.82
526,68,827,278,1,1775.81,1580.47
527,80,1499,129,1,1386.84,1234.29
528,67,2233,199,1,1810.0,1610.9
529,37,103,198,1,227.88,136.73
530,54,1202,263,2,478.16,298.72
531,7,1494,47,1,60.34,45.26
532,27,1559,240,1,1769.64,108.76
533,77,3381,53,0,1890.39,260.14
534,80,1517,23,0,1386.84,1234.29
535,104,776,206,1,1227.34,770.89
536,64,1018,181,1,945.04,507.58
537,44,3280,279,1,1129.13,677.48
538,92,1042,197,0,1762.96,950.52
539,97,1312,109,1,1577.53,826.51
540,40,682,112,1,1458.17,874.9
541,48,1499,141,1,1073.07,933.84
542,36,1555,60,0,1635.3,993.66
543,78,246,181,0,980.37,234.43
544,82,2734,193,1,230.91,173.18
545,57,2336,193,0,441.49,84.99
546,56,2391,280,1,1945.43,333.18
547,36,2139,188,1,1635.3,993.66
548,18,867,281,1,1362.99,57.74
549,22,543,190,0,1403.5,954.82
550,35,2839,30,0,1240.31,795.1
551,37,3382,240,1,227.88,136.73
552,9,333,167,1,1071.23,380.74
553,72,2826,138,0,1172.78,1043.77
554,5,1707,142,0,1765.3,709.48
555,64,1198,40,1,945.04,507.58
556,39,359,109,0,100.35,75.26
557,74,170,282,1,1807.45,778.69
558,61,3481,283,0,495.72,297.43
559,68,3104,101,2,1775.81,1580.47
560,16,695,25,0,1311.44,1167.18
561,74,2298,118,0,1807.45,778.69
562,70,753,115,0,795.34,101.58
563,87,3071,205,0,202.62,151.96
564,57,1913,211,1,441.49,84.99
565,74,2633,115,0,1807.45,778.69
566,38,178,39,0,363.01,290.41
567,10,252,284,0,1231.15,161.6
568,85,1032,170,1,1466.68,363.25
569,72,1094,40,0,1172.78,1043.77
570,98,1396,52,1,1636.9,44.71
571,1,1186,34,0,71.49,53.62
572,94,2770,285,1,1483.2,99.59
573,18,2271,185,0,1362.99,57.74
574,18,2518,190,1,1362.99,57.74
575,60,3197,188,1,1148.64,689.18
576,31,2538,13,0,1163.89,589.27
577,22,149,199,2,1403.5,954.82
578,94,1579,28,1,1483.2,99.59
579,93,1979,87,1,2005.66,1203.4
580,95,1447,141,1,590.26,525.33
581,99,2618,286,0,1280.28,829.51
582,81,1224,234,1,742.54,667.4
583,52,3053,287,0,290.62,215.14
584,32,1019,231,1,1151.96,649.49
585,45,1677,162,0,183.86,137.9
586,59,1047,92,1,569.56,528.43
587,6,1320,230,0,1538.99,829.65
588,27,823,10,1,1769.64,108.76
589,78,854,288,0,980.37,234.43
590,59,1141,289,1,569.56,528.43
591,49,1574,69,0,1179.0,707.4
592,82,132,101,0,230.91,173.18
593,68,1399,161,1,1775.81,1580.47
594,95,2118,290,0,590.26,525.33
595,52,825,150,0,290.62,215.14
596,90,1691,291,0,774.53,464.72
597,5,345,189,0,1765.3,709.48
598,50,1665,67,1,958.74,748.9
599,78,1059,292,1,980.37,234.43
600,38,964,236,0,363.01,290.41
601,72,1466,51,1,1172.78,1043.77
602,18,3477,293,1,1362.99,57.74
603,69,3318,294,1,1777.8,820.78
604,72,2490,295,1,1172.78,1043.77
605,37,3023,197,0,227.88,136.73
606,61,2878,182,0,495.72,297.43
607,92,2754,296,1,1762.96,950.52
608,74,266,248,0,1807.45,778.69
609,89,1409,200,0,1228.07,400.91
610,53,3482,228,0,752.64,205.36
611,89,368,37,1,1228.07,400.91
612,1,3275,297,0,71.49,53.62
613,21,904,238,0,642.31,513.85
614,69,2536,6,1,1777.8,820.78
615,91,375,260,1,586.45,521.94
616,81,2694,298,1,742.54,667.4
617,10,3285,169,0,1231.15,161.6
618,28,3016,243,1,2083.94,675.03
619,5,3493,107,0,1765.3,709.48
620,63,864,152,0,1812.75,582.48
621,54,2510,96,0,478.16,298.72
622,18,3097,299,0,1362.99,57.74
623,36,2156,127,0,1635.3,993.66
624,103,1600,169,0,543.39,407.54
625,6,2033,126,0,1538.99,829.65
626,90,1999,300,0,774.53,464.72
627,64,968,208,0,945.04,507.58
628,2,2060,247,1,2091.47,388.92
629,88,2569,173,0,1036.59,206.35
630,77,2853,16,1,1890.39,260.14
631,2,818,204,0,2091.47,388.92
632,54,3164,14,1,478.16,298.72
633,58,2211,14,1,533.51,400.13
634,28,2069,265,0,2083.94,675.03
635,79,2296,4,1,416.98,312.74
636,13,2836,172,0,1057.51,154.4
637,72,524,301,0,1172.78,1043.77
638,59,1436,302,0,569.56,528.43
639,9,482,249,0,1071.23,380.74
640,59,760,30,0,569.56,528.43
641,73,757,276,0,1065.03,230.09
642,84,1570,30,0,748.17,448.9
643,12,3245,111,0,71.16,56.93
644,87,1841,34,0,202.62,151.96
645,104,3039,75,0,1227.34,770.89
646,2,2590,241,0,2091.47,388.92
647,8,2175,106,1,1292.84,13.44
648,51,485,3,1,792.9,594.68
649,70,606,223,0,795.34,101.58
650,67,761,135,0,1810.0,1610.9
651,19,3154,173,0,1469.44,596.55
652,44,1739,303,1,1129.13,677.48
653,62,2700,304,1,1992.93,762.63
654,45,1775,48,0,183.86,137.9
655,96,46,294,0,1703.52,1516.13
656,62,3470,186,0,1992.93,762.63
657,7,3190,86,1,60.34,45.26
658,84,3076,305,0,748.17,448.9
659,7,2240,306,1,60.34,45.26
660,98,2814,59,0,1636.9,44.71
661,49,29,307,0,1179.0,707.4
662,79,2072,183,0,416.98,312.74
663,26,2486,308,1,1842.92,1105.75
664,88,2383,70,1,1036.59,206.35
665,22,759,21,1,1403.5,954.82
666,54,2777,289,1,478.16,298.72
667,20,3109,246,0,360.4,270.3
668,51,3190,238,0,792.9,594.68
669,98,3420,212,0,1636.9,44.71
670,44,112,177,0,1129.13,677.48
671,24,2874,166,0,544.05,376.84
672,34,940,309,1,642.7,211.37
673,12,1952,60,1,71.16,56.93
674,51,1618,239,1,792.9,594.68
675,45,1817,145,1,183.86,137.9
676,84,1665,188,0,748.17,448.9
677,105,2609,172,0,1972.01,2.0
678,12,626,81,0,71.16,56.93
679,89,693,121,1,1228.07,400.91
680,34,2151,142,1,642.7,211.37
681,66,3085,262,1,1873.97,863.95
682,90,1747,88,0,774.53,464.72
683,56,2095,253,0,1945.43,333.18
684,104,1289,286,0,1227.34,770.89
685,10,2347,34,0,1231.15,161.6
686,8,1762,218,0,1292.84,13.44
687,95,1374,61,0,590.26,525.33
688,40,836,217,0,1458.17,874.9
689,14,2310,214,1,1661.92,1479.11
690,50,1371,211,0,958.74,748.9
691,96,1385,101,0,1703.52,1516.13
692,64,2744,191,0,945.04,507.58
693,96,2999,233,1,1703.52,1516.13
694,79,294,184,1,416.98,312.74
695,5,1282,264,0,1765.3,709.48
696,19,1400,185,0,1469.44,596.55
697,73,2285,100,0,1065.03,230.09
698,14,623,172,1,1661.92,1479.11
699,41,1535,189,0,1977.36,1759.85
700,46,2153,116,1,912.52,141.4
701,93,2477,204,0,2005.66,1203.4
702,8,2368,12,1,1292.84,13.44
703,69,211,252,1,1777.8,820.78
704,58,1874,217,0,533.51,400.13
705,47,2243,89,0,175.89,131.92
706,8,1329,12,1,1292.84,13.44
707,90,260,279,0,774.53,464.72
708,48,2587,18,1,1073.07,933.84
709,50,2606,149,0,958.74,748.9
710,11,437,155,0,574.64,459.71
711,13,1117,157,1,1057.51,154.4
712,60,2101,110,0,1148.64,689.18
713,23,2638,310,1,1720.7,1531.42
714,39,2554,32,1,100.35,75.26
715,74,3393,22,0,1807.45,778.69
716,39,1929,267,1,100.35,75.26
